	A	B	C	D	NEXTWEEKBAP	BAP	BD	SAC	PK	NIMISSFIND	NIMEMREF	OL
2016:2:4:7:TIANMU	0	0	0	0	0	0	1	0	2	2	1	5
2016:2:4:7:TOUFEN	0	0	3	3	0	0	6	0	8	7	0	8
2016:2:4:7:TUCHENG	0	0	4	5	0	0	17	2	19	13	0	30
2016:2:4:7:WANDA	1	0	7	1	0	1	14	8	21	18	1	34
2016:2:4:7:XIANGSHAN	0	1	2	3	0	0	7	5	12	6	2	15
2016:2:4:7:XINAN	0	1	14	14	0	0	34	10	16	5	2	16
2016:2:4:7:XINBAN	0	1	1	4	0	0	6	5	7	2	3	12
2016:2:4:7:XINDIAN	0	0	6	2	0	0	12	8	18	9	2	15
2016:2:4:7:XINPU	1	0	4	8	0	1	17	5	13	9	2	23
2016:2:4:7:XINZHU_1	0	1	3	3	1	0	8	2	12	18	1	29
2016:2:4:7:XINZHU_3	0	2	3	7	0	0	11	1	12	7	0	14
2016:2:4:7:XIZHI	0	0	2	3	0	0	10	8	20	17	0	33
2016:2:4:7:YILAN	0	0	2	9	0	0	20	6	27	25	0	45
2016:2:4:7:YONGHE	0	1	2	2	1	0	8	5	17	10	4	17
2016:2:4:7:YULI	0	0	2	4	0	0	6	1	7	10	0	29
2016:2:4:7:ZHONGHE_1	0	0	2	0	0	0	6	7	8	8	1	10
2016:2:4:7:ZHONGHE_2	0	0	9	5	1	0	19	4	24	11	1	12
2016:2:4:7:ZHONGLI_1	0	0	2	3	0	0	16	3	6	1	0	9
2016:2:4:7:ZHONGLI_2	1	0	0	3	0	0	7	2	7	5	0	5
2016:2:4:7:ZHUBEI_1	0	1	2	2	1	1	5	3	5	8	0	10
2016:2:4:7:ZHUBEI_2	0	0	1	1	0	1	2	3	10	6	1	9
2016:2:4:7:ZHUBEI_3	0	0	0	2	0	1	2	2	11	3	0	7
2016:2:4:7:ZHUDONG	0	0	2	2	0	0	4	5	14	8	0	17
2016:2:4:7:ZHUNAN	0	0	1	5	1	1	9	3	17	11	3	20
2016:3:1:7:ANKANG	0	0	4	0	0	0	4	7	9	5	0	2
2016:3:1:7:BADE	0	2	3	10	2	0	26	8	18	18	0	21
2016:3:1:7:BEITOU	0	0	2	4	0	0	7	7	27	12	2	14
2016:3:1:7:DANFENG	0	3	1	2	1	0	6	2	6	3	0	2
2016:3:1:7:DANSHUI	0	3	2	2	0	0	8	3	18	5	2	11
2016:3:1:7:GUISHAN	0	0	2	1	0	0	4	3	6	3	1	8
2016:3:1:7:HUALIAN_1	1	1	1	5	1	0	13	2	20	12	0	32
2016:3:1:7:HUALIAN_2	0	0	1	1	0	0	4	2	9	5	1	6
2016:3:1:7:HUALIAN_3	0	0	6	6	0	0	23	4	13	12	0	19
2016:3:1:7:JILONG	0	0	5	8	0	0	13	6	19	6	1	10
2016:3:1:7:JINGXIN	0	0	2	3	0	1	10	8	16	8	0	13
2016:3:1:7:JINHUA	2	1	3	10	2	0	18	6	24	17	0	36
2016:3:1:7:LONGTAN	0	0	1	0	0	0	3	1	10	3	0	3
2016:3:1:7:LUZHOU	0	0	5	4	0	0	10	3	11	5	0	17
2016:3:1:7:MIAOLI	0	1	1	3	0	0	6	5	7	2	0	9
2016:3:1:7:MUZHA	0	0	3	5	0	1	10	4	13	12	0	20
2016:3:1:7:NEIHU	0	1	1	4	0	0	6	3	11	8	1	16
2016:3:1:7:SANCHONG	0	0	4	3	2	0	9	10	20	4	4	12
2016:3:1:7:SANXIA	0	0	1	6	0	0	9	2	15	6	2	14
2016:3:1:7:SHILIN	0	0	0	1	0	0	3	1	8	9	0	19
2016:3:1:7:SIYUAN	0	0	1	2	0	0	3	0	9	5	0	12
2016:3:1:7:SONGSHAN	0	1	9	3	0	0	13	13	18	11	0	17
2016:3:1:7:TAIDONG_1	0	1	3	3	0	0	11	6	15	9	0	23
2016:3:1:7:TAIDONG_2	0	0	5	6	0	0	12	12	20	6	4	14
2016:3:1:7:TAIDONG_3	0	0	3	2	0	2	5	4	5	3	0	16
2016:3:1:7:TAOYUAN_1	0	0	0	0	0	1	0	0	11	2	1	3
2016:3:1:7:TAOYUAN_2	0	0	3	3	0	1	9	10	16	8	1	11
2016:3:1:7:TAOYUAN_3	0	0	1	9	0	0	13	3	7	12	2	19
2016:3:1:7:TAOYUAN_4	0	0	1	5	0	0	8	4	12	10	1	21
2016:3:1:7:TIANMU	0	0	0	0	0	0	2	2	6	7	1	17
2016:3:1:7:TOUFEN	0	0	2	5	0	0	8	3	9	6	0	10
2016:3:1:7:TUCHENG	0	0	3	11	0	0	15	6	24	15	1	20
2016:3:1:7:WANDA	0	1	7	2	0	0	14	8	29	12	0	34
2016:3:1:7:XIANGSHAN	0	0	3	2	0	1	5	3	12	12	0	21
2016:3:1:7:XINAN	0	2	10	14	0	0	34	9	14	15	2	27
2016:3:1:7:XINBAN	0	1	2	4	0	0	8	1	11	4	2	15
2016:3:1:7:XINDIAN	0	0	6	2	0	0	10	3	16	13	0	21
2016:3:1:7:XINPU	1	0	6	4	0	0	16	4	18	8	1	16
2016:3:1:7:XINZHU_1	0	0	6	1	0	0	9	5	14	10	0	20
2016:3:1:7:XINZHU_3	1	1	2	2	1	0	11	3	16	16	0	32
2016:3:1:7:XIZHI	0	0	4	6	0	0	13	4	12	13	0	34
2016:3:1:7:YILAN	0	0	2	6	0	0	20	5	27	13	1	37
2016:3:1:7:YONGHE	0	0	2	5	0	1	8	5	12	10	0	15
2016:3:1:7:YULI	0	0	2	7	0	0	9	1	8	7	0	25
2016:3:1:7:ZHONGHE_1	0	0	2	2	0	0	7	2	10	6	1	6
2016:3:1:7:ZHONGHE_2	0	1	8	4	0	0	19	6	15	10	4	13
2016:3:1:7:ZHONGLI_1	0	1	2	3	0	0	13	3	10	8	0	11
2016:3:1:7:ZHONGLI_2	1	0	0	3	1	0	7	3	7	0	0	2
2016:3:1:7:ZHUBEI_1	0	0	1	1	0	0	2	5	6	1	1	8
2016:3:1:7:ZHUBEI_2	0	0	1	1	0	0	2	2	11	8	0	18
2016:3:1:7:ZHUBEI_3	0	0	0	2	0	0	2	0	6	2	0	5
2016:3:1:7:ZHUDONG	0	0	2	3	0	0	5	5	14	8	0	14
2016:3:1:7:ZHUNAN	0	1	3	8	1	0	16	5	21	13	0	16
2016:3:2:7:ANKANG	0	0	4	0	0	0	5	6	11	6	0	8
2016:3:2:7:BADE	0	0	5	8	0	2	20	7	15	9	3	13
2016:3:2:7:BEITOU	0	0	3	6	0	0	11	4	21	11	1	15
2016:3:2:7:DANFENG	0	0	3	1	0	1	4	2	9	2	3	6
2016:3:2:7:DANSHUI	1	2	3	1	1	0	8	4	10	7	0	8
2016:3:2:7:GUISHAN	0	2	1	1	0	0	4	2	8	3	1	4
2016:3:2:7:HUALIAN_1	0	0	2	4	0	1	11	3	15	4	2	10
2016:3:2:7:HUALIAN_2	0	0	5	2	0	0	8	2	6	10	0	15
2016:3:2:7:HUALIAN_3	0	0	5	10	0	0	23	4	10	14	0	19
2016:3:2:7:JILONG	0	0	5	9	0	0	15	5	17	5	0	9
2016:3:2:7:JINGXIN	0	1	2	2	0	0	8	6	16	13	1	20
2016:3:2:7:JINHUA	1	0	6	7	3	1	19	7	24	28	0	91
2016:3:2:7:LONGTAN	0	0	1	2	0	0	3	1	8	1	0	2
2016:3:2:7:LUZHOU	0	0	6	4	0	0	12	2	11	10	1	23
2016:3:2:7:MIAOLI	0	1	0	0	0	0	2	2	7	2	0	6
2016:3:2:7:MUZHA	0	0	5	6	0	0	12	5	9	13	0	26
2016:3:2:7:NEIHU	0	1	3	6	0	0	10	7	9	4	1	17
2016:3:2:7:SANCHONG	0	0	2	4	0	0	6	0	16	7	1	13
2016:3:2:7:SANXIA	0	0	3	4	0	0	8	3	14	10	1	18
2016:3:2:7:SHILIN	0	0	0	2	0	0	4	3	11	9	2	18
2016:3:2:7:SIYUAN	0	0	0	3	0	0	3	0	4	4	0	12
2016:3:2:7:SONGSHAN	0	1	8	6	1	0	16	3	21	4	0	9
2016:3:2:7:TAIDONG_1	1	0	2	3	1	0	11	4	15	12	0	19
2016:3:2:7:TAIDONG_2	0	1	6	5	0	0	12	12	16	9	0	23
2016:3:2:7:TAIDONG_3	0	0	4	4	0	0	5	2	2	0	0	6
2016:3:2:7:TAOYUAN_1	0	0	2	0	0	0	2	4	6	3	0	6
2016:3:2:7:TAOYUAN_2	0	0	3	4	0	0	7	2	11	4	0	22
2016:3:2:7:TAOYUAN_3	0	0	2	6	0	0	15	2	10	11	6	21
2016:3:2:7:TAOYUAN_4	0	0	1	1	0	0	9	3	8	12	0	26
2016:3:2:7:TIANMU	0	0	0	4	0	0	8	7	16	16	1	45
2016:3:2:7:TOUFEN	0	0	3	3	0	0	9	1	7	6	1	16
2016:3:2:7:TUCHENG	0	0	6	7	0	0	14	5	13	13	1	22
2016:3:2:7:WANDA	0	2	5	1	1	0	12	4	15	15	0	36
2016:3:2:7:XIANGSHAN	0	0	4	2	0	0	6	3	12	5	3	10
2016:3:2:7:XINAN	0	4	9	13	0	0	29	8	13	11	2	17
2016:3:2:7:XINBAN	0	0	2	3	1	0	7	3	9	9	0	10
2016:3:2:7:XINDIAN	0	1	6	5	1	0	7	4	16	9	2	17
2016:3:2:7:XINPU	0	0	3	4	0	0	7	3	9	5	0	2
2016:3:2:7:XINZHU_1	0	1	5	2	0	0	8	4	15	3	0	13
2016:3:2:7:XINZHU_3	0	1	2	5	0	1	10	7	9	13	0	24
2016:3:2:7:XIZHI	0	0	3	6	0	0	13	5	20	13	1	33
2016:3:2:7:YILAN	0	0	3	15	0	0	26	10	39	17	1	28
2016:3:2:7:YONGHE	0	0	2	4	0	0	7	5	8	6	1	9
2016:3:2:7:YULI	0	0	3	5	0	0	8	0	6	9	0	34
2016:3:2:7:ZHONGHE_1	0	0	3	0	0	0	7	2	5	4	0	6
2016:3:2:7:ZHONGHE_2	0	0	10	5	1	0	17	3	17	5	1	6
2016:3:2:7:ZHONGLI_1	0	1	4	1	1	0	14	5	13	3	0	11
2016:3:2:7:ZHONGLI_2	0	0	0	3	0	1	4	0	5	1	0	4
2016:3:2:7:ZHUBEI_1	0	0	0	0	0	0	0	2	6	1	0	4
2016:3:2:7:ZHUBEI_2	0	0	3	1	0	0	6	0	11	6	0	12
2016:3:2:7:ZHUBEI_3	0	0	0	0	0	0	0	1	4	3	0	8
2016:3:2:7:ZHUDONG	0	0	3	3	0	0	6	0	9	4	0	12
2016:3:2:7:ZHUNAN	0	1	3	8	0	1	16	4	13	3	0	15
2016:3:3:7:ANKANG	0	1	2	2	1	0	5	3	8	3	1	10
2016:3:3:7:BADE	0	0	2	7	0	0	12	10	16	15	1	17
2016:3:3:7:BEITOU	0	0	1	6	0	0	13	5	22	12	0	25
2016:3:3:7:DANFENG	0	0	9	0	0	0	11	8	13	10	3	9
2016:3:3:7:DANSHUI	0	3	3	3	1	0	10	3	8	7	1	18
2016:3:3:7:GUISHAN	0	0	2	1	0	0	3	0	5	4	0	7
2016:3:3:7:HUALIAN_1	0	0	3	6	0	0	12	1	13	9	0	28
2016:3:3:7:HUALIAN_2	0	0	5	0	0	0	7	2	13	14	0	22
2016:3:3:7:HUALIAN_3	0	0	4	8	0	0	19	6	15	24	0	29
2016:3:3:7:JILONG	1	0	4	9	0	0	14	5	19	6	1	11
2016:3:3:7:JINGXIN	1	0	0	5	1	0	12	6	16	12	1	19
2016:3:3:7:JINHUA	0	0	3	8	0	1	14	2	16	20	0	62
2016:3:3:7:LONGTAN	0	0	1	1	0	0	5	1	11	3	1	3
2016:3:3:7:LUZHOU	0	0	3	6	0	0	14	1	19	9	1	18
2016:3:3:7:MIAOLI	0	1	0	1	1	0	2	3	5	0	0	7
2016:3:3:7:MUZHA	0	1	2	10	1	0	14	2	15	16	1	20
2016:3:3:7:NEIHU	0	0	2	8	0	0	10	5	15	17	0	16
2016:3:3:7:SANCHONG	0	0	4	5	0	0	11	6	18	7	0	12
2016:3:3:7:SANXIA	0	0	2	6	0	0	11	4	16	12	0	15
2016:3:3:7:SHILIN	0	0	0	4	0	0	8	5	12	12	1	22
2016:3:3:7:SIYUAN	0	0	1	2	0	0	3	1	6	3	0	12
2016:3:3:7:SONGSHAN	0	0	5	10	0	0	17	5	16	10	0	10
2016:3:3:7:TAIDONG_1	1	0	3	5	1	1	11	5	11	9	0	17
2016:3:3:7:TAIDONG_2	1	1	5	4	1	0	12	12	21	7	0	18
2016:3:3:7:TAIDONG_3	0	0	3	3	0	0	6	2	6	2	0	5
2016:3:3:7:TAOYUAN_1	0	0	2	3	0	0	5	4	11	7	2	11
2016:3:3:7:TAOYUAN_2	0	1	3	4	0	0	8	7	12	9	2	18
2016:3:3:7:TAOYUAN_3	0	0	1	7	0	0	18	3	10	14	0	23
2016:3:3:7:TAOYUAN_4	0	0	2	3	0	0	11	7	16	13	1	19
2016:3:3:7:TIANMU	0	1	2	2	0	0	12	9	16	17	1	41
2016:3:3:7:TOUFEN	1	1	1	1	2	0	4	2	13	6	0	12
2016:3:3:7:TUCHENG	0	0	6	8	0	0	17	4	24	19	1	26
2016:3:3:7:UNKNOWN	2	2	15	41	2	0	75	29	83	63	3	108
2016:3:3:7:WANDA	1	0	2	3	0	1	9	0	9	13	1	28
2016:3:3:7:XIANGSHAN	0	0	5	0	1	0	6	2	10	4	0	8
2016:3:3:7:XINAN	1	3	5	6	1	0	27	14	23	15	5	24
2016:3:3:7:XINBAN	1	0	2	1	0	0	6	3	4	8	0	14
2016:3:3:7:XINDIAN	0	0	4	1	0	0	5	0	12	6	0	15
2016:3:3:7:XINPU	0	1	1	2	0	0	6	6	5	5	1	7
2016:3:3:7:XINZHU_1	0	0	5	3	0	0	11	2	9	14	0	29
2016:3:3:7:XINZHU_3	1	1	1	5	1	0	8	5	15	13	1	28
2016:3:3:7:XIZHI	0	2	3	3	0	0	10	3	15	17	1	41
2016:3:3:7:YILAN	0	0	9	15	1	0	34	5	32	21	1	39
2016:3:3:7:YONGHE	0	0	2	4	0	0	10	2	8	10	0	24
2016:3:3:7:YULI	0	0	3	5	0	0	8	3	7	7	0	26
2016:3:3:7:ZHONGHE_1	0	0	0	4	0	0	4	1	8	2	0	7
2016:3:3:7:ZHONGHE_2	0	1	5	4	1	0	11	7	12	10	0	17
2016:3:3:7:ZHONGLI_1	0	0	4	1	0	1	9	4	11	6	0	22
2016:3:3:7:ZHONGLI_2	0	0	0	3	0	0	5	1	10	4	0	7
2016:3:3:7:ZHUBEI_1	0	1	2	1	0	0	4	3	7	6	0	7
2016:3:3:7:ZHUBEI_2	0	1	2	3	1	0	6	3	15	8	1	12
2016:3:3:7:ZHUBEI_3	0	0	0	0	0	0	0	2	6	4	0	5
2016:3:3:7:ZHUDONG	0	1	0	4	0	0	6	10	9	8	0	17
2016:3:3:7:ZHUNAN	0	0	3	12	0	0	15	7	20	13	0	23
2016:3:4:7:ANKANG	0	0	3	1	0	1	4	4	9	4	0	9
2016:3:4:7:BADE	0	0	1	11	0	0	12	1	21	8	1	16
2016:3:4:7:BEITOU	0	2	3	6	1	0	17	7	27	17	1	31
2016:3:4:7:DANFENG	2	0	5	2	3	0	9	6	12	3	0	6
2016:3:4:7:DANSHUI	0	0	3	3	0	1	6	3	2	3	0	18
2016:3:4:7:GUISHAN	0	0	2	1	0	0	3	1	5	1	0	9
2016:3:4:7:HUALIAN_1	0	0	3	9	0	0	14	4	16	9	1	19
2016:3:4:7:HUALIAN_2	0	1	4	3	1	0	11	5	15	19	0	29
2016:3:4:7:HUALIAN_3	0	0	0	4	0	0	8	3	18	13	1	24
2016:3:4:7:JILONG	1	0	3	10	1	0	15	7	23	8	2	8
2016:3:4:7:JINGXIN	0	0	4	5	0	1	12	5	19	9	0	16
2016:3:4:7:JINHUA	0	0	5	9	0	0	20	4	24	22	0	64
2016:3:4:7:LONGTAN	0	0	1	1	0	0	4	5	8	2	1	2
2016:3:4:7:LUZHOU	0	0	5	2	0	0	9	5	13	10	1	24
2016:3:4:7:MIAOLI	0	0	1	1	0	1	3	4	5	5	0	7
2016:3:4:7:MUZHA	0	0	2	9	0	1	11	5	21	5	2	10
2016:3:4:7:NEIHU	0	0	2	10	0	0	12	5	11	9	2	10
2016:3:4:7:SANCHONG	0	0	5	8	0	0	14	8	18	10	0	10
2016:3:4:7:SANXIA	0	0	1	5	0	0	8	2	11	6	0	12
2016:3:4:7:SHILIN	0	0	0	7	0	0	13	5	17	13	3	21
2016:3:4:7:SIYUAN	0	0	1	0	0	0	1	2	5	1	1	4
2016:3:4:7:SONGSHAN	0	0	5	10	0	0	21	6	23	10	1	23
2016:3:4:7:TAIDONG_1	1	0	5	3	1	0	11	6	20	16	0	23
2016:3:4:7:TAIDONG_2	1	0	6	6	1	2	14	9	15	5	2	11
2016:3:4:7:TAIDONG_3	0	1	3	2	1	0	6	6	10	0	1	4
2016:3:4:7:TAOYUAN_1	0	0	3	4	0	0	7	7	18	7	2	12
2016:3:4:7:TAOYUAN_2	1	0	3	6	1	0	10	8	10	1	2	15
2016:3:4:7:TAOYUAN_3	0	0	3	3	0	0	16	8	12	23	1	24
2016:3:4:7:TAOYUAN_4	0	0	2	5	0	0	12	2	10	11	0	27
2016:3:4:7:TIANMU	0	1	4	5	0	0	16	4	19	10	1	36
2016:3:4:7:TOUFEN	0	1	0	1	1	1	2	2	11	2	0	6
2016:3:4:7:TUCHENG	0	0	7	13	0	0	28	7	24	12	3	20
2016:3:4:7:WANDA	0	1	1	3	0	0	8	4	13	7	1	24
2016:3:4:7:XIANGSHAN	0	1	4	1	1	0	12	6	13	13	1	8
2016:3:4:7:XINAN	0	2	6	5	0	1	18	7	12	16	2	29
2016:3:4:7:XINBAN	1	0	1	2	1	0	4	3	7	13	3	8
2016:3:4:7:XINDIAN	0	0	4	6	0	0	10	3	16	3	4	14
2016:3:4:7:XINPU	0	1	2	1	0	0	4	3	4	8	0	8
2016:3:4:7:XINZHU_1	0	1	4	0	1	0	12	3	9	16	0	23
2016:3:4:7:XINZHU_3	2	0	1	5	1	0	13	11	13	23	3	51
2016:3:4:7:XIZHI	0	2	3	6	2	0	14	5	22	20	1	26
2016:3:4:7:YILAN	0	1	9	16	1	1	35	4	31	9	0	52
2016:3:4:7:YONGHE	0	0	2	4	1	0	13	5	14	10	0	23
2016:3:4:7:YULI	0	0	4	4	0	0	8	2	5	4	0	29
2016:3:4:7:ZHONGHE_1	0	0	0	1	0	0	1	3	7	1	0	7
2016:3:4:7:ZHONGHE_2	0	1	4	4	1	0	11	3	11	4	0	14
2016:3:4:7:ZHONGLI_1	0	1	3	2	1	0	10	7	18	16	0	14
2016:3:4:7:ZHONGLI_2	0	0	1	6	0	0	9	8	7	5	0	5
2016:3:4:7:ZHUBEI_1	0	2	1	1	0	0	4	5	6	3	0	4
2016:3:4:7:ZHUBEI_2	0	0	3	1	0	1	4	3	13	7	0	11
2016:3:4:7:ZHUBEI_3	0	0	0	0	0	0	0	0	5	6	1	8
2016:3:4:7:ZHUDONG	0	1	4	3	0	0	12	7	10	7	0	8
2016:3:4:7:ZHUNAN	0	0	3	9	0	0	7	3	16	12	0	14
2016:4:1:7:ANKANG	0	1	2	2	0	0	6	2	8	4	1	9
2016:4:1:7:BADE	0	0	5	5	0	0	12	8	18	12	0	22
2016:4:1:7:BEITOU	0	1	1	5	0	0	11	4	21	9	1	24
2016:4:1:7:DANFENG	0	0	4	4	0	1	12	3	10	12	0	16
2016:4:1:7:DANSHUI	0	0	2	4	0	0	7	2	11	4	4	15
2016:4:1:7:GUISHAN	0	0	2	2	0	0	4	4	9	6	0	4
2016:4:1:7:HUALIAN_1	0	1	3	6	0	0	11	5	16	7	0	19
2016:4:1:7:HUALIAN_2	0	1	1	9	0	1	14	8	18	15	0	21
2016:4:1:7:HUALIAN_3	0	0	0	14	0	0	18	3	17	15	0	20
2016:4:1:7:JILONG	0	0	3	6	0	1	9	4	29	13	3	14
2016:4:1:7:JINGXIN	0	0	3	5	0	0	12	4	18	17	0	14
2016:4:1:7:JINHUA	0	1	6	7	0	0	19	5	23	15	1	44
2016:4:1:7:LONGTAN	0	0	1	2	0	0	4	3	7	3	0	5
2016:4:1:7:LUZHOU	0	0	6	2	0	0	15	3	12	15	0	37
2016:4:1:7:MIAOLI	0	0	1	2	0	0	3	5	8	1	0	4
2016:4:1:7:MUZHA	0	0	2	11	0	0	14	3	14	12	1	16
2016:4:1:7:NEIHU	0	0	0	6	0	0	6	5	10	6	0	5
2016:4:1:7:SANCHONG	0	0	4	4	0	0	9	2	22	9	0	11
2016:4:1:7:SANXIA	0	0	4	2	0	0	8	3	13	9	0	17
2016:4:1:7:SHILIN	0	0	1	7	0	0	12	3	18	9	2	20
2016:4:1:7:SIYUAN	0	1	0	0	0	0	1	2	5	2	1	10
2016:4:1:7:SONGSHAN	0	0	5	12	0	0	20	4	21	7	1	15
2016:4:1:7:TAIDONG_1	0	0	6	2	0	1	9	8	19	10	0	19
2016:4:1:7:TAIDONG_2	0	0	9	5	0	1	15	5	15	6	0	12
2016:4:1:7:TAIDONG_3	0	0	2	1	0	1	3	4	9	0	1	1
2016:4:1:7:TAOYUAN_1	0	0	3	4	1	0	7	11	15	8	2	11
2016:4:1:7:TAOYUAN_2	0	0	5	8	0	1	13	8	11	9	0	15
2016:4:1:7:TAOYUAN_3	0	0	4	3	0	0	16	9	19	26	1	14
2016:4:1:7:TAOYUAN_4	0	1	3	3	0	0	11	3	18	10	3	27
2016:4:1:7:TIANMU	0	1	3	7	0	0	15	8	20	13	3	33
2016:4:1:7:TOUFEN	0	0	2	1	0	1	4	2	14	6	0	9
2016:4:1:7:TUCHENG	0	1	6	13	0	0	23	7	20	13	4	16
2016:4:1:7:WANDA	0	1	1	5	0	0	7	4	12	7	2	21
2016:4:1:7:XIANGSHAN	0	0	4	0	0	0	7	5	10	7	3	12
2016:4:1:7:XINAN	0	3	6	4	0	0	5	8	18	6	6	15
2016:4:1:7:XINBAN	0	0	1	0	0	1	2	0	8	11	0	14
2016:4:1:7:XINDIAN	0	0	3	3	0	0	6	1	10	10	0	17
2016:4:1:7:XINPU	0	1	1	2	0	0	5	0	6	6	0	11
2016:4:1:7:XINZHU_1	0	1	4	1	0	1	14	8	11	10	3	20
2016:4:1:7:XINZHU_3	1	0	1	7	0	0	12	4	18	11	0	22
2016:4:1:7:XIZHI	0	1	3	5	0	2	12	5	17	7	2	17
2016:4:1:7:YILAN	0	0	5	13	0	0	26	7	29	24	2	42
2016:4:1:7:YONGHE	0	0	1	4	1	0	9	5	6	9	0	18
2016:4:1:7:YULI	0	2	2	3	0	0	7	3	8	7	0	27
2016:4:1:7:ZHONGHE_1	0	0	0	1	0	0	1	1	5	3	2	4
2016:4:1:7:ZHONGHE_2	0	0	4	4	0	1	13	5	18	10	0	12
2016:4:1:7:ZHONGLI_1	0	1	6	2	0	1	14	6	19	11	0	18
2016:4:1:7:ZHONGLI_2	0	0	1	6	0	0	7	4	12	7	0	8
2016:4:1:7:ZHUBEI_1	0	3	0	0	0	0	6	2	8	8	0	9
2016:4:1:7:ZHUBEI_2	0	1	2	6	2	0	9	0	13	7	0	8
2016:4:1:7:ZHUBEI_3	0	0	1	1	0	0	2	1	9	4	0	12
2016:4:1:7:ZHUDONG	0	1	5	3	0	0	9	2	16	5	0	13
2016:4:1:7:ZHUNAN	0	0	5	11	0	0	18	4	20	7	1	18
2016:4:2:7:ANKANG	0	1	2	2	1	0	7	4	8	5	3	6
2016:4:2:7:BADE	0	0	8	3	0	0	16	2	19	14	0	13
2016:4:2:7:BEITOU	0	2	3	2	0	0	8	7	20	10	0	23
2016:4:2:7:DANFENG	1	0	1	5	1	0	8	3	8	8	1	7
2016:4:2:7:DANSHUI	0	0	4	2	1	0	7	3	9	6	0	12
2016:4:2:7:GUISHAN	0	0	5	1		0	6	1	6	4	0	5
2016:4:2:7:HUALIAN_1	0	0	6	4	0	0	10	6	13	6	0	11
2016:4:2:7:HUALIAN_2	0	1	3	5	1	0	12	7	13	16	0	23
2016:4:2:7:HUALIAN_3	0	0	2	12	0	0	19	6	19	16	0	15
2016:4:2:7:JILONG	0	0	3	7	0	0	10	6	16	4	0	10
2016:4:2:7:JINGXIN	0	1	3	3	1	0	14	6	17	12	1	17
2016:4:2:7:JINHUA	0	2	5	9	1	0	20	7	17	14	0	44
2016:4:2:7:LONGTAN	0	0	1	3	0	0	6	1	8	3	0	1
2016:4:2:7:LUZHOU	0	1	3	5	1	0	15	1	13	10	0	23
2016:4:2:7:MIAOLI	0	0	1	1	0	0	3	2	3	3	0	17
2016:4:2:7:MUZHA	0	0	2	9	0	0	13	4	18	8	1	9
2016:4:2:7:NEIHU	0	1	2	7	1	0	10	7	15	7	2	9
2016:4:2:7:SANCHONG	0	0	3	5	0	0	11	5	19	7	1	13
2016:4:2:7:SANXIA	0	1	2	2	0	0	10	4	15	10	0	12
2016:4:2:7:SHILIN	0	0	1	5	0	0	10	5	13	9	1	18
2016:4:2:7:SIYUAN	1	0	1	0	1	0	2	1	3	4	0	6
2016:4:2:7:SONGSHAN	0	0	5	6	1	0	17	8	21	11	0	12
2016:4:2:7:TAIDONG_1	0	0	5	5	1	0	15	7	15	11	1	20
2016:4:2:7:TAIDONG_2	4	0	4	4	4	0	14	12	16	8	1	11
2016:4:2:7:TAIDONG_3	1	0	1	0	1	0	2	0	3	5	0	11
2016:4:2:7:TAOYUAN_1	0	0	6	5	1	0	11	11	15	5	2	13
2016:4:2:7:TAOYUAN_2	0	1	4	8	1	0	16	7	12	13	0	11
2016:4:2:7:TAOYUAN_3	0	0	8	7	0	0	18	10	18	18	0	15
2016:4:2:7:TAOYUAN_4	0	0	2	2	0	0	8	5	12	6	1	9
2016:4:2:7:TIANMU	0	2	6	5	0	0	16	12	21	12	1	22
2016:4:2:7:TOUFEN	0	0	1	2	0	0	4	2	7	5	0	17
2016:4:2:7:TUCHENG	0	1	9	8	1	0	21	6	20	10	1	16
2016:4:2:7:WANDA	0	1	0	4	1	0	8	5	11	11	1	27
2016:4:2:7:XIANGSHAN	0	1	3	1	1	0	8	5	6	4	0	8
2016:4:2:7:XINAN	2	2	5	6	3	0	24	7	18	14	2	35
2016:4:2:7:XINBAN	0	0	0	1	0	0	1	4	5	7	0	11
2016:4:2:7:XINDIAN	0	0	2	3	0	0	7	1	14	12	0	14
2016:4:2:7:XINPU	0	0	0	3	0	0	3	2	3	5	0	3
2016:4:2:7:XINZHU_1	0	0	3	1	0	0	8	3	18	11	2	27
2016:4:2:7:XINZHU_3	0	1	3	8	0	0	14	4	18	17	0	24
2016:4:2:7:XIZHI	0	1	2	5	1	0	9	5	18	11	0	20
2016:4:2:7:YILAN	1	0	8	13	1	0	25	9	26	18	0	30
2016:4:2:7:YONGHE	0	0	1	2	0	1	8	5	6	9	2	11
2016:4:2:7:YULI	1	0	3	4	1	0	8	2	9	7	0	19
2016:4:2:7:ZHONGHE_1	0	0	0	1	0	0	1	1	5	1	0	9
2016:4:2:7:ZHONGHE_2	0	0	3	2	0	0	11	5	10	7	0	7
2016:4:2:7:ZHONGLI_1	0	0	5	3	0	0	17	5	18	8	0	20
2016:4:2:7:ZHONGLI_2	0	0	4	6	0	0	13	8	6	8	0	12
2016:4:2:7:ZHUBEI_1	2	1	0	0	3	0	5	3	3	6	0	9
2016:4:2:7:ZHUBEI_2	0	0	2	7	1	0	9	0	5	2	1	12
2016:4:2:7:ZHUBEI_3	0	0	1	1	0	0	2	0	5	1	1	10
2016:4:2:7:ZHUDONG	0	1	6	2	0	0	10	1	10	2	0	9
2016:4:2:7:ZHUNAN	0	0	4	7	0	0	18	10	20	10	0	16
2016:4:3:7:ANKANG	0	0	2	3	0	1	6	2	9	7	2	10
