	@CLASSLEVEL	TOTALSTUDENTS	TOTALNONMEM	NEWSTUDENTS	NEWINV	N_REPORTS
2016:5:4:0:XIZHI	ADVANCED	46	37	11	5	5
2016:5:4:0:YILAN	 beginner	23	19	2	0	2
2016:5:4:0:YULI	ADULT 	15	13	5	1	2
2016:5:4:0:ZHONGLI	CHILDREN	39	14	4	0	3
2016:5:4:0:ZHUBEI	children	32	28	2	0	4
2016:5:4:0:ZHUDONG	adv	22	20	7	2	3
2016:5:4:0:ZHUNAN	gao ji ban 	27	17	1	0	4
2016:5:5:0:HUALIAN	advanced	5	5	1		1
2016:5:5:0:TOUFEN	高級	12	8	0	0	2
2016:5:5:0:YILAN	Intermediate 	16	13	1	1	2
2016:5:5:0:ZHUNAN	 advanced	6	3	1	1	1
2016:6:1:0:ANKANG	child	20	17	5	0	2
2016:6:1:0:BEITOU	BEGINNER	34	29	6	1	3
2016:6:1:0:DANSHUI	 Beginner	12	9	2	0	2
2016:6:1:0:HUALIAN	children	26	16	4	1	3
2016:6:1:0:JILONG	childrens	23	18	0	0	3
2016:6:1:0:LONGTAN	ADVANCED	23	20	3	0	2
2016:6:1:0:MIAOLI	children	16	13	1	0	2
2016:6:1:0:MUZHA	Advanced	19	15	9	0	3
2016:6:1:0:NEIHU	高級	20	17	0	1	2
2016:6:1:0:SANCHONG	 party	50	40	10	0	1
2016:6:1:0:SANXIA	beginners	18	12	1	1	4
2016:6:1:0:SHILIN	ADVANCED	32	28	3	1	4
2016:6:1:0:SHUANGHE	intermediate	72	66	3	3	3
2016:6:1:0:SONGSHAN	 Intermediate	33	30	4	0	3
2016:6:1:0:TAIDONG	beginner	32	25	2	0	4
2016:6:1:0:TAOYUAN_1_2	 children 	72	5	6	0	2
2016:6:1:0:TAOYUAN_3	 beginner	54	44	8	0	4
2016:6:1:0:TOUFEN	初級	19	16	5	3	2
2016:6:1:0:TUCHENG	CHUJI	35	30	7	2	4
2016:6:1:0:WANDA	kids	8	8	2	0	1
2016:6:1:0:XINBAN	中	15	12	1	0	2
2016:6:1:0:XINDIAN	middle	37	25	3	0	3
2016:6:1:0:XINZHU	beginning	32	28	4	2	3
2016:6:1:0:XINZHUANG	Begin	52	49	1	2	3
2016:6:1:0:XIZHI	ADVANCED	33	27	14	3	4
2016:6:1:0:YULI	Childrens 	20	18	4	1	2
2016:6:1:0:ZHONGLI	beginner	49	42	10	1	3
2016:6:1:0:ZHUBEI	children	32	28	0	1	4
2016:6:1:0:ZHUDONG	PARTY	36	35	10	1	1
2016:6:1:0:ZHUNAN	gao ji ban 	24	16	4	0	2
